Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL4797328,,None,563.66,1,4.85,75,Cc1cc(CN[C@H](CC(N)=O)C(=O)O)c(OCc2cncc(C#N)c2)cc1NCc1cccc(-c2ccccc2)c1C,IC50,'=',47,nM,7.33,,,UO_0000065,13,0.24,2.48,4.87,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4765019,,None,536.63,1,4.96,73,Cc1cc(CN[C@@H](CO)C(=O)O)c(OCc2cncc(C#N)c2)cc1NCc1cccc(-c2ccccc2)c1C,IC50,'=',23,nM,7.64,,,UO_0000065,14.23,0.26,2.68,5.99,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4743978,,None,448.56,0,4.52,66,CCOc1cc(NCc2cccc(-c3ccccc3)c2C)c(C)cc1CN[C@H](CO)C(=O)O,IC50,'=',347,nM,6.46,,,UO_0000065,14.4,0.27,1.94,7.11,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4784449,,None,1705.07,None,None,6,CCCC[C@@H]1C(O)N(C)[C@H](CCCC)C(O)NC(CCCNC(=N)N)C(=O)N[C@@H](C(O)NCC(N)=O)CSCN[C@H](c2ccccc2)C(=O)N(C)[C@H](C)C(O)N[C@H](CC(N)=O)C(=O)N2CCC[C@@H]2C(=O)NC(Cc2c[nH]cn2)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CO)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1C,IC50,'=',9,nM,8.05,,,UO_0000065,4.72,None,None,None,0,CHEMBL4724759,Inhibition of PD-1/PDL1 (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4796919,,None,440.54,1,6.22,23,Cc1c(-c2ccccc2)cccc1-c1nc2cc(CN3CCCC[C@H]3C(=O)O)cc(C)c2o1,IC50,'<=',10,nM,,,,UO_0000065,,,,,0,CHEMBL4724763,Inhibition of PD-1/PDL1 (unknown origin) by ELISA,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4869408,,None,466.97,0,4.68,7a,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCCNC(C)=O,IC50,'=',0.82,nM,9.09,,,UO_0000065,19.46,0.38,4.41,13.2,0,CHEMBL4836819,Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4834474,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4865534,,None,503.02,1,4.09,8g,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCCNS(C)(=O)=O,IC50,'=',2.07,nM,8.68,,,UO_0000065,17.26,0.35,4.59,10.11,0,CHEMBL4836819,Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4834474,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4848029,,None,450.97,0,4.86,8a,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCNCC1,IC50,'=',18.09,nM,7.74,,,UO_0000065,17.17,0.33,2.88,18.02,0,CHEMBL4836819,Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4834474,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4873960,,None,721.28,2,6.15,11,Cc1c(COc2cc(OCc3cncc(C#N)c3)c(CN(CCCN(C)C)CCS(=O)(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',9.1,nM,8.04,,,UO_0000065,11.15,0.22,1.89,5.98,0,CHEMBL4841996,Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4840360,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL4779400,,None,557.09,2,6.04,9j,Cc1cc2nc(CN)c(NCc3ccccc3)n2cc1OCc1cccc(-c2ccc3c(c2)OCCO3)c1C.Cl,IC50,'=',1834,nM,5.74,,,UO_0000065,11.02,0.2,-0.3,6.91,0,CHEMBL4739631,Antagonist activity at PD1/PD-L1 (unknown origin) assessed as disruption of PD-1/PD-L1 complex by measuring PD-L1 dimerization measured after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4732269,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 2.0 hr,ANTAGONIST
CHEMBL4757507,,None,533.62,2,5.38,TP18,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CC[C@H](C(=O)O)C2)cc1,IC50,'=',38570,nM,4.41,,,UO_0000065,8.27,0.15,-0.97,5.09,0,CHEMBL4735264,Inhibition of PD1/PDL1 (unknown origin) protein-protein interaction measured after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4732116,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL4742200,,None,505.61,2,5.04,TP13,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CC[C@@H](O)C2)cc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4735264,Inhibition of PD1/PDL1 (unknown origin) protein-protein interaction measured after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4732116,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,
CHEMBL4646829,,None,497.59,1,6.12,N16,Cc1c(COc2ccc3cc(CNC(C)(C)C(=O)O)ccc3c2)cccc1-c1ccc2c(c1)OCCO2,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4621696,Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4619786,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4637630,,None,615.1,2,6.63,NP9,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3C[C@H](O)[C@@H](F)C3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'>',100,nM,,,,UO_0000065,,,,,0,CHEMBL4621696,Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4619786,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4639656,,None,627.14,2,5.9,NP11,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC(O)C(CO)C3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',16.7,nM,7.78,,,UO_0000065,12.4,0.24,1.88,7.45,0,CHEMBL4621696,Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4619786,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4632699,,None,567.09,2,7.25,NP14,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC[C@@H](C(=O)O)C3)cc2Cl)cccc1-c1ccccc1,IC50,'>=',10,nM,,,,UO_0000065,,,,,0,CHEMBL4621696,Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4619786,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4648118,,None,539.08,2,6.91,NP17,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC[C@H](O)C3)cc2Cl)cccc1-c1ccccc1,IC50,'>=',10,nM,,,,UO_0000065,,,,,0,CHEMBL4621696,Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4619786,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4646293,,None,625.12,2,7.02,NP2,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC[C@H](C(=O)O)C3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',7.9,nM,8.1,,,UO_0000065,12.96,0.25,1.08,8,0,CHEMBL4621698,Inhibition of human C-terminal Ig-Fc-tagged PD1 (Leu25 to Gln167 residues) expressed in HEK293 cells/human C-terminal epitope-His-tagged PDL1 (Phe19 to Arg238 residues) expressed in HEK293 cells protein-protein interaction preincubated for 15 mins with PDL1 followed by PD1 addition and measured after 15 mins by APC-labeled anti-His antibody/Eu-labeled anti-human IgG based HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4619786,1,Scientific Literature,J Med Chem,2020,CHEMBL3307715,,
CHEMBL4781483,,None,937.45,3,7.1,P24,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)NCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',143.7,nM,6.84,,,UO_0000065,7.3,0.14,-0.26,3.63,0,CHEMBL4769862,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4765316,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4863391,,None,536.05,2,6.43,CH13,O=C(O)C1CCN(Cc2ccc3c(Nc4cccc(-c5ccc6c(c5)OCCO6)c4Cl)nsc3c2)CC1,IC50,'=',60.1,nM,7.22,,,UO_0000065,13.47,0.27,0.79,8.6,0,CHEMBL4817959,Inhibition of Tag2-PD-1/Tag1-PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4814029,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL4865456,,None,495.99,1,5.69,CH18,C[C@H](NCc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)nsc2c1)C(=O)O,IC50,'=',44.4,nM,7.35,,,UO_0000065,14.82,0.3,1.66,7.93,0,CHEMBL4817959,Inhibition of Tag2-PD-1/Tag1-PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4814029,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL4873754,,None,524.04,2,6.33,CH19,CC(C)[C@H](NCc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)nsc2c1)C(=O)O,IC50,'=',73.7,nM,7.13,,,UO_0000065,13.61,0.27,0.8,7.69,0,CHEMBL4817959,Inhibition of Tag2-PD-1/Tag1-PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4814029,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL4858863,,None,442.57,0,2.39,A22,NS(=O)(=O)CCNCc1cnc(C(=O)N2CCc3c(-c4ccccc4)cccc32)s1,IC50,'=',85.6,nM,7.07,,,UO_0000065,15.97,0.32,4.68,6.71,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4786274,,None,689.85,2,6.47,TP7,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CCCCC2C(=O)NCCNC(=O)OC(C)(C)C)cc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4735264,Inhibition of PD1/PDL1 (unknown origin) protein-protein interaction measured after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4732116,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,
CHEMBL4865270,,None,460.53,0,3.36,B3,Cc1c(-c2ccc3c(c2)OCCO3)cccc1N1CCN(c2ccc(CNCCO)cn2)C1=O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,
CHEMBL4865138,,None,365.43,0,3.78,B11,Cc1c(-c2ccc3c(c2)OCCO3)cccc1-c1ccc(CNCCO)o1,IC50,'=',191,nM,6.72,,,UO_0000065,18.39,0.34,2.94,10.52,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4081869,,None,448.56,0,4.48,13; BMS-37,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCNC(C)=O,IC50,'<',100,nM,,,,UO_0000065,,,,,1,CHEMBL4724760,Inhibition of human PD-1/PDL1 by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4763142,,None,443.55,1,5.06,25,Cc1cc(C(=O)Nc2cccc(-c3ccccc3)c2C)ncc1CN1CCCC[C@H]1C(=O)O,IC50,'<=',10,nM,,,,UO_0000065,,,,,0,CHEMBL4724763,Inhibition of PD-1/PDL1 (unknown origin) by ELISA,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4758644,,None,568.76,2,5.91,21,Cc1cc(CNCCO)ccc1OCc1cccc(-c2cccc(COc3ccc(CNCCO)cc3C)c2C)c1C,IC50,'<=',10,nM,,,,UO_0000065,,,,,0,CHEMBL4724763,Inhibition of PD-1/PDL1 (unknown origin) by ELISA,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4873252,,None,722.33,2,6.66,A13,CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCOCC3)c2C)cc1OCc1cccc(C#N)c1,IC50,'=',185,nM,6.73,,,UO_0000065,9.32,0.18,0.07,6.79,0,CHEMBL4819820,Inhibition of PD1 (unknown origin)/PDL1 (unknown origin) protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4819002,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL4877245,,None,431.52,0,3.04,A13,O=C(c1ncc(CNCCO)s1)N1CCc2c(-c3ccc4nccnc4c3)cccc21,IC50,'=',1002,nM,6,,,UO_0000065,13.9,0.26,2.96,6.58,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4866188,,None,433.53,0,4.06,A24,O=C(O)[C@H]1CCCN1Cc1cnc(C(=O)N2CCc3c(-c4ccccc4)cccc32)s1,IC50,'>',200,nM,,,,UO_0000065,,,,,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,
CHEMBL4869046,,None,419.48,0,3.16,A1,Cc1c(NC(=O)c2ccc(CNCCO)cn2)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',5.04,nM,8.3,,,UO_0000065,19.78,0.37,5.14,8.95,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4873371,,None,527.66,2,5.26,C6,COc1cc(-c2cccc(-c3cccc(-c4ccc(CNC(CO)CO)c(OC)c4)c3C)c2C)ccc1CO,IC50,'=',48.7,nM,7.31,,,UO_0000065,13.86,0.26,2.05,8.02,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL5087726,,None,465.89,0,4.84,P14,O=C(O)CNCc1ccc2onc(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)c2c1,IC50,'=',91.6,nM,7.04,,,UO_0000065,15.11,0.29,2.2,6.65,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5080683,,None,419.91,1,5.46,P17,OC1CCN(Cc2ccc3onc(Nc4cccc(-c5ccccc5)c4Cl)c3c2)C1,IC50,'=',463.5,nM,6.33,,,UO_0000065,15.08,0.29,0.87,10.29,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5077123,,None,656.89,2,6.14,L20,O=C(O)[C@@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3cccc(F)c3)c2Br)cc1OCc1ccc2nonc2c1,IC50,'=',8.2,nM,8.09,,,UO_0000065,12.31,0.26,1.95,6.37,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5080903,,None,633.97,2,7.21,L32,CN1CCN(Cc2cc(Cl)c(OCc3cccc(-c4ccccc4)c3Br)cc2OCc2ccc3nonc3c2)CC1,IC50,'=',3592.5,nM,5.45,,,UO_0000065,8.59,0.18,-1.77,8.53,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5086179,,None,555.66,2,5.36,L3,Cc1c(COc2ccc(CN[C@H](CO)C(=O)O)c(OCc3ccc4nsnc4c3)c2)cccc1-c1ccccc1,IC50,'=',205.6,nM,6.69,,,UO_0000065,12.03,0.23,1.33,5.88,0,CHEMBL5032958,Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5032502,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
